$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),LOS(ALL),LOSVAL(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
3,1110-1140,6-6@878.0-6@917.5,0.56,5.97,5,5,LOS_A,1,4.18,4.18,0.21,0.20,1.759,0.342,0.408,0.025
3,1110-1140,6-6@878.0-10010@26.4,0.56,5.97,10,10,LOS_A,1,3.32,3.32,0.16,0.10,2.664,0.518,0.617,0.038
3,1110-1140,6,17.44,62.68,25,25,LOS_B,2,15.45,15.45,3.63,2.20,45.639,8.880,10.577,0.653
3,1110-1140,7-1@504.8-1@548.8,74.71,100.02,7,7,LOS_D,4,54.01,54.01,14.38,11.14,59.962,11.666,13.897,0.858
3,1110-1140,7-1@504.8-10013@33.6,74.71,100.02,8,8,LOS_D,4,48.79,48.79,15.99,9.75,60.463,11.764,14.013,0.865
3,1110-1140,7-6@983.5-6@1021.9,1.17,11.66,5,5,LOS_A,1,6.45,6.45,1.76,0.60,3.363,0.654,0.779,0.048
3,1110-1140,7-6@983.5-10012@22.9,1.17,11.66,5,5,LOS_A,1,2.62,2.62,0.20,0.20,1.551,0.302,0.360,0.022
3,1110-1140,7,37.94,100.02,25,25,LOS_C,3,32.55,32.55,9.53,6.40,124.182,24.161,28.780,1.777
3,1110-1140,8-5@427.2-5@466.3,47.29,82.29,4,4,LOS_D,4,35.74,35.74,13.28,4.75,15.363,2.989,3.560,0.220
3,1110-1140,8-5@427.2-10015@30.1,47.29,82.29,5,5,LOS_C,3,33.76,33.76,12.12,4.00,16.783,3.265,3.890,0.240
3,1110-1140,8-6@1086.4-6@1124.9,0.78,6.30,6,6,LOS_A,1,5.23,5.23,0.65,0.33,2.734,0.532,0.634,0.039
3,1110-1140,8-6@1086.4-10014@25.1,0.78,6.30,8,8,LOS_A,1,4.57,4.57,0.79,0.13,2.365,0.460,0.548,0.034
3,1110-1140,8,24.04,82.29,23,23,LOS_B,2,16.51,16.51,5.39,1.83,37.622,7.320,8.719,0.538
3,1140-1170,1-5@777.9-5@820.9,8.13,25.70,5,5,LOS_B,2,13.54,13.54,2.33,0.80,4.828,0.939,1.119,0.069
3,1140-1170,1-5@777.9-14@745.4,8.13,25.70,4,4,LOS_B,2,17.57,17.57,3.08,0.75,3.863,0.752,0.895,0.055
3,1140-1170,1-14@698.3-14@745.4,7.00,26.88,9,9,LOS_B,2,14.47,14.47,1.72,0.67,8.039,1.564,1.863,0.115
3,1140-1170,1-14@698.3-10004@28.4,7.00,26.88,10,10,LOS_A,1,8.36,8.36,0.76,0.50,6.533,1.271,1.514,0.093
3,1140-1170,1,7.56,26.88,28,28,LOS_B,2,12.56,12.56,1.68,0.64,23.213,4.516,5.380,0.332
3,1140-1170,2-1@839.5-1@885.5,21.20,44.96,7,7,LOS_C,3,23.82,23.82,7.62,1.57,11.337,2.206,2.627,0.162
3,1140-1170,2-1@839.5-10000@37.4,21.20,44.96,5,5,LOS_C,3,32.06,32.06,7.45,4.40,18.336,3.567,4.250,0.262
3,1140-1170,2-14@803.9-14@847.3,2.54,16.54,4,4,LOS_B,2,11.41,11.41,1.03,0.25,1.972,0.384,0.457,0.028
3,1140-1170,2-14@803.9-10001@24.3,2.54,16.54,8,8,LOS_A,1,6.58,6.58,0.93,0.38,3.832,0.746,0.888,0.055
3,1140-1170,2,11.87,44.96,24,24,LOS_B,2,17.72,17.72,4.26,1.54,35.370,6.882,8.197,0.506
3,1140-1170,3-4@325.6-4@367.6,42.07,74.63,5,5,LOS_C,3,29.07,29.07,5.49,3.80,16.476,3.206,3.819,0.236
3,1140-1170,3-4@325.6-10007@31.1,42.07,74.63,6,6,LOS_C,3,34.48,34.48,7.56,4.17,19.487,3.792,4.516,0.279
3,1140-1170,3-14@905.4-14@945.6,2.35,12.14,5,5,LOS_B,2,10.73,10.73,0.54,0.60,3.498,0.681,0.811,0.050
3,1140-1170,3-14@905.4-10006@28.4,2.35,12.14,7,7,LOS_A,1,7.84,7.84,0.60,0.29,3.200,0.623,0.742,0.046
3,1140-1170,3,22.21,74.63,23,23,LOS_C,3,20.03,20.03,3.46,2.13,43.648,8.492,10.116,0.624
3,1140-1170,4-14@1018.5-14@1056.3,4.07,13.19,6,6,LOS_B,2,10.33,10.33,3.63,0.83,5.281,1.028,1.224,0.076
3,1140-1170,4-14@1018.5-10016@30.7,4.07,13.19,7,7,LOS_A,1,8.87,8.87,0.68,0.29,3.379,0.658,0.783,0.048
3,1140-1170,4-15@605.8-15@651.4,18.51,46.79,7,7,LOS_D,4,35.27,35.27,9.46,6.00,32.835,6.388,7.610,0.470
3,1140-1170,4-15@605.8-10017@29.2,18.51,46.79,8,8,LOS_C,3,29.48,29.48,4.80,5.63,35.886,6.982,8.317,0.513
3,1140-1170,4,11.29,46.79,28,28,LOS_C,3,21.67,21.67,4.68,3.36,76.761,14.935,17.790,1.098
3,1140-1170,5-6@771.4-6@812.3,10.27,35.93,10,10,LOS_B,2,17.14,17.14,2.41,1.00,11.165,2.172,2.588,0.160
3,1140-1170,5-6@771.4-10008@26.8,10.27,35.93,11,11,LOS_B,2,11.51,11.51,1.83,0.91,10.738,2.089,2.489,0.154
3,1140-1170,5-15@917.1-15@953.7,6.65,20.13,5,5,LOS_A,1,8.85,8.85,2.38,0.60,3.721,0.724,0.862,0.053
3,1140-1170,5-15@917.1-10009@26.6,6.65,20.13,4,4,LOS_B,2,11.44,11.44,1.30,0.75,3.340,0.650,0.774,0.048
3,1140-1170,5,8.46,35.93,30,30,LOS_B,2,12.93,12.93,2.05,0.87,28.966,5.636,6.713,0.414
3,1140-1170,6-4@647.9-4@688.0,45.11,86.03,8,8,LOS_C,3,33.63,33.63,9.29,3.13,22.226,4.324,5.151,0.318
3,1140-1170,6-4@647.9-10011@22.3,45.11,86.03,6,6,LOS_D,4,42.24,42.24,14.92,5.83,28.039,5.455,6.498,0.401
3,1140-1170,6-6@878.0-6@917.5,3.43,25.81,4,4,LOS_A,1,6.76,6.76,0.76,0.50,2.365,0.460,0.548,0.034
3,1140-1170,6-6@878.0-10010@26.4,3.43,25.81,6,6,LOS_A,1,1.86,1.86,0.00,0.00,1.088,0.212,0.252,0.016
3,1140-1170,6,24.27,86.03,24,24,LOS_C,3,23.36,23.36,6.95,2.58,53.131,10.337,12.314,0.760
3,1140-1170,7-1@504.8-1@548.8,84.86,172.45,7,7,LOS_D,4,49.43,49.43,15.23,10.43,54.999,10.701,12.747,0.787
3,1140-1170,7-1@504.8-10013@33.6,84.86,172.45,5,5,LOS_D,4,52.64,52.64,19.18,9.60,37.339,7.265,8.654,0.534
3,1140-1170,7-6@983.5-6@1021.9,1.77,12.71,6,6,LOS_A,1,4.46,4.46,0.02,0.17,2.004,0.390,0.464,0.029
3,1140-1170,7-6@983.5-10012@22.9,1.77,12.71,6,6,LOS_A,1,6.20,6.20,1.03,0.50,3.398,0.661,0.788,0.049
3,1140-1170,7,43.31,172.45,24,24,LOS_C,3,28.05,28.05,8.70,5.21,96.458,18.767,22.355,1.380
3,1140-1170,8-5@427.2-5@466.3,36.99,83.13,6,6,LOS_D,4,41.63,41.63,12.56,7.50,32.827,6.387,7.608,0.470
3,1140-1170,8-5@427.2-10015@30.1,36.99,83.13,6,6,LOS_D,4,37.18,37.18,15.34,5.33,24.849,4.835,5.759,0.355
3,1140-1170,8-6@1086.4-6@1124.9,0.19,5.77,7,7,LOS_A,1,2.14,2.14,0.00,0.14,2.006,0.390,0.465,0.029
3,1140-1170,8-6@1086.4-10014@25.1,0.19,5.77,6,6,LOS_A,1,3.49,3.49,0.00,0.00,1.176,0.229,0.273,0.017
3,1140-1170,8,18.59,83.13,25,25,LOS_C,3,20.35,20.35,6.70,3.12,62.056,12.074,14.382,0.888
3,1170-1200,1-5@777.9-5@820.9,11.41,31.27,8,8,LOS_B,2,16.41,16.41,4.10,1.38,10.626,2.068,2.463,0.152
3,1170-1200,1-5@777.9-14@745.4,11.41,31.27,6,6,LOS_B,2,17.75,17.75,5.48,1.17,7.354,1.431,1.704,0.105
3,1170-1200,1-14@698.3-14@745.4,8.66,26.06,5,5,LOS_B,2,14.63,14.63,3.58,0.80,4.853,0.944,1.125,0.069
3,1170-1200,1-14@698.3-10004@28.4,8.66,26.06,6,6,LOS_B,2,10.72,10.72,1.92,0.83,5.330,1.037,1.235,0.076
3,1170-1200,1,10.03,31.27,25,25,LOS_B,2,15.01,15.01,3.80,1.08,28.196,5.486,6.535,0.403
3,1170-1200,2-1@839.5-1@885.5,29.03,60.67,6,6,LOS_C,3,27.88,27.88,10.01,2.17,12.490,2.430,2.895,0.179
3,1170-1200,2-1@839.5-10000@37.4,29.03,60.67,6,6,LOS_D,4,38.10,38.10,14.03,5.17,24.979,4.860,5.789,0.357
3,1170-1200,2-14@803.9-14@847.3,1.00,12.44,5,5,LOS_A,1,7.11,7.11,0.00,0.00,1.293,0.252,0.300,0.018
3,1170-1200,2-14@803.9-10001@24.3,1.00,12.44,6,6,LOS_A,1,7.13,7.13,0.84,0.67,4.084,0.795,0.946,0.058
3,1170-1200,2,15.01,60.67,23,23,LOS_C,3,20.62,20.62,6.49,2.09,43.432,8.450,10.066,0.621
3,1170-1200,3-4@325.6-4@367.6,26.05,52.21,8,8,LOS_C,3,29.86,29.86,7.36,4.13,26.335,5.124,6.103,0.377
3,1170-1200,3-4@325.6-10007@31.1,26.05,52.21,8,8,LOS_C,3,31.84,31.84,8.56,3.25,22.923,4.460,5.313,0.328
3,1170-1200,3-14@905.4-14@945.6,2.44,13.46,4,4,LOS_B,2,11.45,11.45,2.09,0.25,1.990,0.387,0.461,0.028
3,1170-1200,3-14@905.4-10006@28.4,2.44,13.46,5,5,LOS_A,1,3.18,3.18,0.20,0.20,1.601,0.311,0.371,0.023
3,1170-1200,3,14.24,52.21,25,25,LOS_C,3,22.21,22.21,5.47,2.44,53.700,10.448,12.445,0.768
3,1170-1200,4-14@1018.5-14@1056.3,2.38,15.11,7,7,LOS_A,1,5.16,5.16,1.00,0.29,3.088,0.601,0.716,0.044
3,1170-1200,4-14@1018.5-10016@30.7,2.38,15.11,7,7,LOS_A,1,5.08,5.08,0.00,0.00,1.708,0.332,0.396,0.024
3,1170-1200,4-15@605.8-15@651.4,30.28,66.22,5,5,LOS_C,3,34.14,34.14,9.85,4.20,17.247,3.356,3.997,0.247
3,1170-1200,4-15@605.8-10017@29.2,30.28,66.22,5,5,LOS_C,3,25.32,25.32,6.60,3.60,14.275,2.777,3.308,0.204
3,1170-1200,4,16.33,66.22,24,24,LOS_B,2,15.37,15.37,3.72,1.71,36.878,7.175,8.547,0.528
3,1170-1200,5-6@771.4-6@812.3,15.41,43.48,5,5,LOS_B,2,16.76,16.76,3.77,1.60,7.396,1.439,1.714,0.106
3,1170-1200,5-6@771.4-10008@26.8,15.41,43.48,7,7,LOS_B,2,14.94,14.94,2.81,0.71,6.011,1.170,1.393,0.086
3,1170-1200,5-15@917.1-15@953.7,4.03,18.99,9,9,LOS_B,2,10.30,10.30,2.05,0.56,6.500,1.265,1.506,0.093
3,1170-1200,5-15@917.1-10009@26.6,4.03,18.99,7,7,LOS_B,2,14.73,14.73,1.98,1.00,7.526,1.464,1.744,0.108
3,1170-1200,5,9.72,43.48,28,28,LOS_B,2,13.72,13.72,2.53,0.89,27.422,5.335,6.355,0.392
3,1170-1200,6-4@647.9-4@688.0,35.03,83.92,9,9,LOS_C,3,31.29,31.29,7.45,4.44,33.136,6.447,7.680,0.474
3,1170-1200,6-4@647.9-10011@22.3,35.03,83.92,7,7,LOS_D,4,50.19,50.19,16.72,10.86,56.340,10.962,13.057,0.806
3,1170-1200,6-6@878.0-6@917.5,4.03,22.07,3,3,LOS_A,1,9.23,9.23,0.48,1.33,3.397,0.661,0.787,0.049
3,1170-1200,6-6@878.0-10010@26.4,4.03,22.07,6,6,LOS_A,1,7.86,7.86,1.58,0.67,4.303,0.837,0.997,0.062
3,1170-1200,6,19.53,83.92,25,25,LOS_C,3,28.31,28.31,7.80,4.96,97.500,18.970,22.597,1.395
3,1170-1200,7-1@504.8-1@548.8,18.20,47.10,7,7,LOS_D,4,36.90,36.90,7.71,8.86,45.810,8.913,10.617,0.655
3,1170-1200,7-1@504.8-10013@33.6,18.20,47.10,7,7,LOS_D,4,44.98,44.98,8.35,11.57,60.008,11.675,13.907,0.858
3,1170-1200,7-6@983.5-6@1021.9,3.23,13.17,4,4,LOS_A,1,6.96,6.96,0.00,0.00,1.055,0.205,0.244,0.015
3,1170-1200,7-6@983.5-10012@22.9,3.23,13.17,4,4,LOS_A,1,9.58,9.58,2.86,0.50,2.412,0.469,0.559,0.034
3,1170-1200,7,10.71,47.10,22,22,LOS_C,3,29.06,29.06,5.63,6.59,108.285,21.068,25.096,1.549
3,1170-1200,8-5@427.2-5@466.3,17.79,44.50,7,7,LOS_C,3,34.84,34.84,8.81,5.57,30.898,6.012,7.161,0.442
3,1170-1200,8-5@427.2-10015@30.1,17.79,44.50,8,8,LOS_C,3,29.66,29.66,4.38,4.00,26.381,5.133,6.114,0.377
3,1170-1200,8-6@1086.4-6@1124.9,3.31,13.95,6,6,LOS_A,1,5.18,5.18,1.18,0.33,2.719,0.529,0.630,0.039
3,1170-1200,8-6@1086.4-10014@25.1,3.31,13.95,6,6,LOS_A,1,3.79,3.79,0.00,0.00,1.194,0.232,0.277,0.017
3,1170-1200,8,10.55,44.50,27,27,LOS_B,2,19.82,19.82,3.84,2.70,61.199,11.907,14.183,0.876
3,1200-1230,1-5@777.9-5@820.9,8.49,27.39,7,7,LOS_B,2,13.90,13.90,1.69,0.86,6.960,1.354,1.613,0.100
3,1200-1230,1-5@777.9-14@745.4,8.49,27.39,8,8,LOS_B,2,17.85,17.85,3.56,1.00,9.126,1.776,2.115,0.131
3,1200-1230,1-14@698.3-14@745.4,8.60,25.50,4,4,LOS_B,2,17.98,17.98,3.62,1.00,4.434,0.863,1.028,0.063
3,1200-1230,1-14@698.3-10004@28.4,8.60,25.50,6,6,LOS_B,2,15.80,15.80,3.59,1.67,9.205,1.791,2.133,0.132
3,1200-1230,1,8.54,27.39,25,25,LOS_B,2,16.27,16.27,3.05,1.12,29.726,5.784,6.889,0.425
3,1200-1230,2-1@839.5-1@885.5,35.04,60.05,4,4,LOS_D,4,37.70,37.70,14.35,3.75,13.472,2.621,3.122,0.193
3,1200-1230,2-1@839.5-10000@37.4,35.04,60.05,4,4,LOS_D,4,39.76,39.76,14.09,6.25,18.858,3.669,4.370,0.270
3,1200-1230,2-14@803.9-14@847.3,0.39,5.97,7,7,LOS_A,1,7.80,7.80,0.12,0.43,3.813,0.742,0.884,0.055
3,1200-1230,2-14@803.9-10001@24.3,0.39,5.97,6,6,LOS_A,1,3.33,3.33,0.00,0.00,1.113,0.217,0.258,0.016
3,1200-1230,2,17.72,60.05,21,21,LOS_B,2,18.30,18.30,5.46,2.05,37.050,7.209,8.587,0.530
3,1200-1230,3-4@325.6-4@367.6,23.78,48.43,6,6,LOS_D,4,39.79,39.79,11.73,6.00,29.241,5.689,6.777,0.418
3,1200-1230,3-4@325.6-10007@31.1,23.78,48.43,9,9,LOS_C,3,22.59,22.59,5.84,1.56,14.174,2.758,3.285,0.203
3,1200-1230,3-14@905.4-14@945.6,1.86,13.92,5,5,LOS_A,1,5.22,5.22,0.00,0.00,1.135,0.221,0.263,0.016
3,1200-1230,3-14@905.4-10006@28.4,1.86,13.92,5,5,LOS_A,1,5.27,5.27,0.43,0.20,1.700,0.331,0.394,0.024
3,1200-1230,3,12.82,48.43,25,25,LOS_B,2,19.78,19.78,5.00,2.04,45.425,8.838,10.528,0.650
3,1200-1230,4-14@1018.5-14@1056.3,2.69,14.02,7,7,LOS_A,1,5.75,5.75,0.58,0.14,2.433,0.473,0.564,0.035
3,1200-1230,4-14@1018.5-10016@30.7,2.69,14.02,5,5,LOS_A,1,7.28,7.28,1.51,0.40,2.796,0.544,0.648,0.040
3,1200-1230,4-15@605.8-15@651.4,54.80,87.35,6,6,LOS_D,4,36.57,36.57,10.15,6.50,29.189,5.679,6.765,0.418
3,1200-1230,4-15@605.8-10017@29.2,54.80,87.35,6,6,LOS_C,3,34.34,34.34,9.73,4.50,22.065,4.293,5.114,0.316
3,1200-1230,4,28.74,87.35,24,24,LOS_C,3,20.92,20.92,5.46,2.87,57.234,11.136,13.265,0.819
3,1200-1230,5-6@771.4-6@812.3,10.77,32.29,6,6,LOS_C,3,22.83,22.83,6.92,2.17,11.779,2.292,2.730,0.169
3,1200-1230,5-6@771.4-10008@26.8,10.77,32.29,4,4,LOS_B,2,18.47,18.47,2.57,1.50,5.760,1.121,1.335,0.082
3,1200-1230,5-15@917.1-15@953.7,5.12,26.95,7,7,LOS_A,1,6.73,6.73,0.00,0.14,2.820,0.549,0.654,0.040
3,1200-1230,5-15@917.1-10009@26.6,5.12,26.95,6,6,LOS_B,2,17.63,17.63,2.43,0.83,6.019,1.171,1.395,0.086
3,1200-1230,5,7.94,32.29,23,23,LOS_B,2,15.82,15.82,2.88,1.09,26.256,5.108,6.085,0.376
3,1200-1230,6-4@647.9-4@688.0,45.81,86.31,5,5,LOS_C,3,29.26,29.26,6.43,2.20,10.901,2.121,2.526,0.156
3,1200-1230,6-4@647.9-10011@22.3,45.81,86.31,5,5,LOS_D,4,51.48,51.48,14.93,12.40,47.574,9.256,11.026,0.681
3,1200-1230,6-6@878.0-6@917.5,2.17,13.77,7,7,LOS_B,2,15.29,15.29,3.50,0.71,5.791,1.127,1.342,0.083
3,1200-1230,6-6@878.0-10010@26.4,2.17,13.77,9,9,LOS_A,1,8.55,8.55,0.59,0.67,6.351,1.236,1.472,0.091
3,1200-1230,6,23.99,86.31,26,26,LOS_C,3,22.60,22.60,5.25,3.23,68.265,13.282,15.821,0.977
3,1200-1230,7-1@504.8-1@548.8,36.31,74.47,9,9,LOS_C,3,29.68,29.68,5.39,4.00,28.857,5.614,6.688,0.413
3,1200-1230,7-1@504.8-10013@33.6,36.31,74.47,9,9,LOS_C,3,31.66,31.66,7.39,4.22,30.616,5.957,7.096,0.438
3,1200-1230,7-6@983.5-6@1021.9,5.67,15.04,5,5,LOS_A,1,9.49,9.49,1.85,0.40,2.802,0.545,0.649,0.040
3,1200-1230,7-6@983.5-10012@22.9,5.67,15.04,4,4,LOS_B,2,11.30,11.30,1.59,0.75,3.112,0.605,0.721,0.045
3,1200-1230,7,20.99,74.47,27,27,LOS_C,3,23.88,23.88,4.84,2.93,65.360,12.717,15.148,0.935
3,1200-1230,8-5@427.2-5@466.3,22.04,55.96,8,8,LOS_C,3,30.51,30.51,7.83,3.38,23.703,4.612,5.493,0.339
3,1200-1230,8-5@427.2-10015@30.1,22.04,55.96,9,9,LOS_C,3,22.98,22.98,5.80,1.22,11.620,2.261,2.693,0.166
3,1200-1230,8-6@1086.4-6@1124.9,2.33,6.43,5,5,LOS_A,1,3.48,3.48,0.20,0.40,2.391,0.465,0.554,0.034
3,1200-1230,8-6@1086.4-10014@25.1,2.33,6.43,5,5,LOS_A,1,3.85,3.85,0.00,0.20,1.653,0.322,0.383,0.024
3,1200-1230,8,12.18,55.96,27,27,LOS_B,2,18.06,18.06,4.29,1.52,38.824,7.554,8.998,0.555
3,1230-1260,1-5@777.9-5@820.9,5.54,38.56,7,7,LOS_B,2,14.39,14.39,1.14,0.86,6.937,1.350,1.608,0.099
3,1230-1260,1-5@777.9-14@745.4,5.54,38.56,4,4,LOS_B,2,18.59,18.59,2.47,1.50,6.120,1.191,1.418,0.088
3,1230-1260,1-14@698.3-14@745.4,13.13,39.96,6,6,LOS_C,3,28.08,28.08,4.52,2.00,12.130,2.360,2.811,0.174
3,1230-1260,1-14@698.3-10004@28.4,13.13,39.96,5,5,LOS_B,2,17.43,17.43,2.56,0.60,4.198,0.817,0.973,0.060
3,1230-1260,1,9.33,39.96,22,22,LOS_B,2,19.58,19.58,2.63,1.23,29.064,5.655,6.736,0.416
3,1230-1260,2-1@839.5-1@885.5,27.67,68.87,8,8,LOS_C,3,32.03,32.03,7.51,3.13,21.789,4.239,5.050,0.312
3,1230-1260,2-1@839.5-10000@37.4,27.67,68.87,6,6,LOS_D,4,36.42,36.42,12.31,6.83,32.389,6.302,7.507,0.463
3,1230-1260,2-14@803.9-14@847.3,5.12,20.40,6,6,LOS_B,2,12.35,12.35,1.64,0.50,4.018,0.782,0.931,0.057
3,1230-1260,2-14@803.9-10001@24.3,5.12,20.40,8,8,LOS_A,1,7.35,7.35,1.50,0.38,4.030,0.784,0.934,0.058
3,1230-1260,2,16.39,68.87,28,28,LOS_C,3,21.70,21.70,5.57,2.57,62.566,12.173,14.500,0.895
3,1230-1260,3-4@325.6-4@367.6,37.43,82.13,6,6,LOS_D,4,37.51,37.51,12.16,4.33,21.009,4.088,4.869,0.301
3,1230-1260,3-4@325.6-10007@31.1,37.43,82.13,6,6,LOS_C,3,22.45,22.45,4.67,1.50,9.282,1.806,2.151,0.133
3,1230-1260,3-14@905.4-14@945.6,2.97,13.43,5,5,LOS_A,1,6.69,6.69,1.45,0.20,1.892,0.368,0.439,0.027
3,1230-1260,3-14@905.4-10006@28.4,2.97,13.43,7,7,LOS_A,1,7.49,7.49,1.41,0.86,5.710,1.111,1.323,0.082
3,1230-1260,3,20.20,82.13,24,24,LOS_B,2,18.57,18.57,4.92,1.75,38.211,7.434,8.856,0.547
3,1230-1260,4-14@1018.5-14@1056.3,3.17,13.43,5,5,LOS_A,1,4.79,4.79,0.21,0.60,3.138,0.611,0.727,0.045
3,1230-1260,4-14@1018.5-10016@30.7,3.17,13.43,4,4,LOS_A,1,6.37,6.37,0.58,0.25,1.710,0.333,0.396,0.024
3,1230-1260,4-15@605.8-15@651.4,66.70,98.47,8,8,LOS_D,4,45.37,45.37,14.15,8.63,53.927,10.492,12.498,0.771
3,1230-1260,4-15@605.8-10017@29.2,66.70,98.47,5,5,LOS_D,4,45.16,45.16,15.95,7.00,27.409,5.333,6.352,0.392
3,1230-1260,4,34.94,98.47,22,22,LOS_C,3,29.01,29.01,8.92,4.91,85.176,16.572,19.740,1.219
3,1230-1260,5-6@771.4-6@812.3,19.03,44.88,8,8,LOS_C,3,22.59,22.59,6.75,2.38,17.221,3.351,3.991,0.246
3,1230-1260,5-6@771.4-10008@26.8,19.03,44.88,8,8,LOS_C,3,22.99,22.99,5.03,1.38,11.468,2.231,2.658,0.164
3,1230-1260,5-15@917.1-15@953.7,6.92,25.71,7,7,LOS_A,1,9.73,9.73,1.89,0.71,5.863,1.141,1.359,0.084
3,1230-1260,5-15@917.1-10009@26.6,6.92,25.71,5,5,LOS_B,2,14.13,14.13,1.47,0.80,4.822,0.938,1.117,0.069
3,1230-1260,5,12.97,44.88,28,28,LOS_B,2,17.98,17.98,4.10,1.39,39.436,7.673,9.140,0.564
3,1230-1260,6-4@647.9-4@688.0,44.31,86.81,4,4,LOS_D,4,35.54,35.54,11.19,2.50,8.978,1.747,2.081,0.128
3,1230-1260,6-4@647.9-10011@22.3,44.31,86.81,6,6,LOS_D,4,47.64,47.64,14.72,10.67,51.286,9.978,11.886,0.734
3,1230-1260,6-6@878.0-6@917.5,4.15,21.89,7,7,LOS_A,1,8.75,8.75,0.46,0.43,4.106,0.799,0.952,0.059
3,1230-1260,6-6@878.0-10010@26.4,4.15,21.89,8,8,LOS_A,1,8.05,8.05,0.68,0.25,3.497,0.680,0.810,0.050
3,1230-1260,6,24.23,86.81,25,25,LOS_C,3,22.15,22.15,5.67,3.16,66.231,12.886,15.350,0.948
3,1230-1260,7-1@504.8-1@548.8,37.86,68.39,5,5,LOS_C,3,32.48,32.48,7.12,3.60,15.476,3.011,3.587,0.221
3,1230-1260,7-1@504.8-10013@33.6,37.86,68.39,5,5,LOS_D,4,38.27,38.27,11.52,5.00,18.933,3.684,4.388,0.271
3,1230-1260,7-6@983.5-6@1021.9,1.84,14.21,7,7,LOS_A,1,6.83,6.83,0.68,0.29,3.219,0.626,0.746,0.046
3,1230-1260,7-6@983.5-10012@22.9,1.84,14.21,7,7,LOS_A,1,7.01,7.01,1.93,0.57,4.422,0.860,1.025,0.063
3,1230-1260,7,19.85,68.39,24,24,LOS_B,2,18.78,18.78,4.65,2.04,43.504,8.464,10.083,0.622
3,1230-1260,8-5@427.2-5@466.3,44.45,94.37,6,6,LOS_D,4,40.45,40.45,11.46,7.17,33.576,6.533,7.782,0.480
3,1230-1260,8-5@427.2-10015@30.1,44.45,94.37,6,6,LOS_C,3,32.30,32.30,9.60,5.00,23.228,4.519,5.383,0.332
3,1230-1260,8-6@1086.4-6@1124.9,0.94,15.30,7,7,LOS_A,1,3.98,3.98,0.30,0.14,2.187,0.426,0.507,0.031
3,1230-1260,8-6@1086.4-10014@25.1,0.94,15.30,6,6,LOS_A,1,4.78,4.78,1.03,0.17,1.938,0.377,0.449,0.028
3,1230-1260,8,22.69,94.37,25,25,LOS_B,2,19.72,19.72,5.39,3.00,60.813,11.832,14.094,0.870
3,1260-1290,1-5@777.9-5@820.9,5.10,20.36,6,6,LOS_B,2,11.28,11.28,0.14,0.67,4.964,0.966,1.150,0.071
3,1260-1290,1-5@777.9-14@745.4,5.10,20.36,6,6,LOS_B,2,12.77,12.77,0.47,0.50,4.392,0.854,1.018,0.063
3,1260-1290,1-14@698.3-14@745.4,22.53,44.66,5,5,LOS_D,4,40.75,40.75,14.01,3.60,15.234,2.964,3.531,0.218
3,1260-1290,1-14@698.3-10004@28.4,22.53,44.66,8,8,LOS_C,3,33.83,33.83,10.66,4.25,27.949,5.438,6.478,0.400
3,1260-1290,1,13.81,44.66,25,25,LOS_C,3,24.75,24.75,6.36,2.36,52.862,10.285,12.251,0.756
3,1260-1290,2-1@839.5-1@885.5,21.80,49.50,8,8,LOS_C,3,22.30,22.30,6.68,1.25,10.822,2.106,2.508,0.155
3,1260-1290,2-1@839.5-10000@37.4,21.80,49.50,7,7,LOS_C,3,32.73,32.73,10.56,3.86,21.599,4.202,5.006,0.309
3,1260-1290,2-14@803.9-14@847.3,0.60,6.40,3,3,LOS_A,1,7.66,7.66,0.06,0.33,1.439,0.280,0.333,0.021
3,1260-1290,2-14@803.9-10001@24.3,0.60,6.40,5,5,LOS_A,1,5.97,5.97,0.22,0.20,1.785,0.347,0.414,0.026
3,1260-1290,2,11.20,49.50,23,23,LOS_C,3,20.02,20.02,5.59,1.70,36.176,7.039,8.384,0.518
3,1260-1290,3-4@325.6-4@367.6,24.55,54.83,4,4,LOS_D,4,38.92,38.92,13.12,3.50,12.589,2.449,2.918,0.180
3,1260-1290,3-4@325.6-10007@31.1,24.55,54.83,6,6,LOS_C,3,23.11,23.11,4.77,1.83,10.294,2.003,2.386,0.147
3,1260-1290,3-14@905.4-14@945.6,4.11,20.05,5,5,LOS_A,1,8.72,8.72,1.17,0.40,2.686,0.523,0.623,0.038
3,1260-1290,3-14@905.4-10006@28.4,4.11,20.05,8,8,LOS_A,1,6.07,6.07,0.94,0.63,5.070,0.986,1.175,0.073
3,1260-1290,3,14.33,54.83,23,23,LOS_B,2,16.80,16.80,4.11,1.39,30.400,5.915,7.046,0.435
3,1260-1290,4-14@1018.5-14@1056.3,2.61,13.80,6,6,LOS_B,2,10.95,10.95,1.98,0.83,5.489,1.068,1.272,0.079
3,1260-1290,4-14@1018.5-10016@30.7,2.61,13.80,7,7,LOS_A,1,7.51,7.51,0.53,0.29,3.263,0.635,0.756,0.047
3,1260-1290,4-15@605.8-15@651.4,79.87,119.72,8,8,LOS_D,4,42.85,42.85,13.31,8.75,53.966,10.500,12.507,0.772
