$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),LOS(ALL),LOSVAL(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
3,3030-3060,4-15@605.8-10017@29.2,56.31,129.87,6,6,LOS_C,3,30.87,30.87,8.81,4.67,23.380,4.549,5.419,0.334
3,3030-3060,4,28.85,129.87,25,25,LOS_C,3,21.95,21.95,6.16,3.76,75.181,14.627,17.424,1.076
3,3030-3060,5-6@771.4-6@812.3,3.76,19.38,8,8,LOS_B,2,15.16,15.16,1.99,0.75,7.515,1.462,1.742,0.108
3,3030-3060,5-6@771.4-10008@26.8,3.76,19.38,9,9,LOS_B,2,12.94,12.94,1.35,0.67,7.420,1.444,1.720,0.106
3,3030-3060,5-15@917.1-15@953.7,6.00,14.57,6,6,LOS_A,1,7.62,7.62,1.95,0.33,3.255,0.633,0.754,0.047
3,3030-3060,5-15@917.1-10009@26.6,6.00,14.57,4,4,LOS_A,1,8.30,8.30,0.42,0.50,2.631,0.512,0.610,0.038
3,3030-3060,5,4.88,19.38,27,27,LOS_B,2,11.73,11.73,1.54,0.59,20.810,4.049,4.823,0.298
3,3030-3060,6-4@647.9-4@688.0,32.76,60.28,6,6,LOS_C,3,28.08,28.08,9.15,2.67,13.720,2.669,3.180,0.196
3,3030-3060,6-4@647.9-10011@22.3,32.76,60.28,5,5,LOS_C,3,33.26,33.26,13.80,2.60,11.492,2.236,2.663,0.164
3,3030-3060,6-6@878.0-6@917.5,1.61,13.35,6,6,LOS_A,1,7.30,7.30,0.78,0.33,3.015,0.587,0.699,0.043
3,3030-3060,6-6@878.0-10010@26.4,1.61,13.35,8,8,LOS_A,1,5.79,5.79,0.23,0.38,3.819,0.743,0.885,0.055
3,3030-3060,6,17.19,60.28,25,25,LOS_B,2,17.00,17.00,5.22,1.36,32.687,6.360,7.576,0.468
3,3030-3060,7-1@504.8-1@548.8,42.01,94.92,8,8,LOS_D,4,39.26,39.26,10.97,9.88,57.099,11.109,13.233,0.817
3,3030-3060,7-1@504.8-10013@33.6,42.01,94.92,5,5,LOS_D,4,54.97,54.97,15.20,9.00,35.469,6.901,8.220,0.507
3,3030-3060,7-6@983.5-6@1021.9,2.88,13.74,6,6,LOS_A,1,4.90,4.90,0.00,0.00,1.394,0.271,0.323,0.020
3,3030-3060,7-6@983.5-10012@22.9,2.88,13.74,4,4,LOS_A,1,5.95,5.95,1.34,0.50,2.228,0.433,0.516,0.032
3,3030-3060,7,22.45,94.92,23,23,LOS_C,3,27.92,27.92,7.35,5.48,96.986,18.870,22.478,1.388
3,3030-3060,8-5@427.2-5@466.3,36.74,89.40,6,6,LOS_D,4,43.83,43.83,9.42,8.00,36.706,7.142,8.507,0.525
3,3030-3060,8-5@427.2-10015@30.1,36.74,89.40,7,7,LOS_C,3,32.57,32.57,6.45,5.14,29.414,5.723,6.817,0.421
3,3030-3060,8-6@1086.4-6@1124.9,3.17,12.76,6,6,LOS_A,1,5.92,5.92,0.10,0.17,2.143,0.417,0.497,0.031
3,3030-3060,8-6@1086.4-10014@25.1,3.17,12.76,6,6,LOS_A,1,6.52,6.52,1.28,0.33,2.788,0.542,0.646,0.040
3,3030-3060,8,19.95,89.40,25,25,LOS_C,3,22.63,22.63,4.40,3.48,71.397,13.891,16.547,1.021
3,3060-3090,1-5@777.9-5@820.9,1.70,13.66,6,6,LOS_A,1,7.70,7.70,0.88,0.33,3.318,0.646,0.769,0.047
3,3060-3090,1-5@777.9-14@745.4,1.70,13.66,6,6,LOS_B,2,10.59,10.59,1.40,0.33,3.575,0.696,0.828,0.051
3,3060-3090,1-14@698.3-14@745.4,7.61,25.97,7,7,LOS_B,2,16.66,16.66,2.90,0.71,6.720,1.308,1.557,0.096
3,3060-3090,1-14@698.3-10004@28.4,7.61,25.97,6,6,LOS_B,2,15.79,15.79,1.91,0.67,5.156,1.003,1.195,0.074
3,3060-3090,1,4.65,25.97,25,25,LOS_B,2,12.85,12.85,1.82,0.52,18.768,3.652,4.350,0.268
3,3060-3090,2-1@839.5-1@885.5,60.55,90.73,4,4,LOS_D,4,39.29,39.29,15.54,4.75,14.192,2.761,3.289,0.203
3,3060-3090,2-1@839.5-10000@37.4,60.55,90.73,6,6,LOS_D,4,49.81,49.81,17.77,6.67,32.206,6.266,7.464,0.461
3,3060-3090,2-14@803.9-14@847.3,2.22,12.82,4,4,LOS_A,1,6.68,6.68,0.30,0.50,2.320,0.451,0.538,0.033
3,3060-3090,2-14@803.9-10001@24.3,2.22,12.82,9,9,LOS_A,1,2.46,2.46,0.24,0.11,2.225,0.433,0.516,0.032
3,3060-3090,2,31.39,90.73,23,23,LOS_C,3,21.95,21.95,7.48,2.70,51.889,10.096,12.026,0.742
3,3060-3090,3-4@325.6-4@367.6,43.11,108.91,14,14,LOS_C,3,25.34,25.34,6.05,3.86,43.329,8.430,10.042,0.620
3,3060-3090,3-4@325.6-10007@31.1,43.11,108.91,12,12,LOS_D,4,42.13,42.13,12.81,9.67,90.949,17.695,21.078,1.301
3,3060-3090,3-14@905.4-14@945.6,5.33,13.78,3,3,LOS_A,1,8.59,8.59,0.40,1.00,2.624,0.511,0.608,0.038
3,3060-3090,3-14@905.4-10006@28.4,5.33,13.78,3,3,LOS_A,1,7.15,7.15,1.00,0.33,1.359,0.264,0.315,0.019
3,3060-3090,3,24.22,108.91,32,32,LOS_C,3,28.36,28.36,7.58,5.44,134.483,26.166,31.168,1.924
3,3060-3090,4-14@1018.5-14@1056.3,6.21,20.34,6,6,LOS_A,1,9.45,9.45,2.30,0.83,5.249,1.021,1.217,0.075
3,3060-3090,4-14@1018.5-10016@30.7,6.21,20.34,7,7,LOS_A,1,9.39,9.39,2.45,0.71,5.373,1.045,1.245,0.077
3,3060-3090,4-15@605.8-15@651.4,53.66,140.36,7,7,LOS_C,3,32.67,32.67,8.58,5.43,30.652,5.964,7.104,0.439
3,3060-3090,4-15@605.8-10017@29.2,53.66,140.36,8,8,LOS_C,3,29.45,29.45,6.82,4.63,29.720,5.782,6.888,0.425
3,3060-3090,4,29.94,140.36,28,28,LOS_C,3,20.96,20.96,5.20,3.04,70.641,13.744,16.372,1.011
3,3060-3090,5-6@771.4-6@812.3,10.73,33.21,5,5,LOS_B,2,16.44,16.44,4.49,0.80,4.811,0.936,1.115,0.069
3,3060-3090,5-6@771.4-10008@26.8,10.73,33.21,6,6,LOS_B,2,17.71,17.71,3.69,1.17,7.528,1.465,1.745,0.108
3,3060-3090,5-15@917.1-15@953.7,1.22,12.32,8,8,LOS_A,1,7.03,7.03,1.04,0.75,6.528,1.270,1.513,0.093
3,3060-3090,5-15@917.1-10009@26.6,1.22,12.32,6,6,LOS_B,2,10.93,10.93,1.73,0.67,4.814,0.937,1.116,0.069
3,3060-3090,5,5.97,33.21,25,25,LOS_B,2,12.41,12.41,2.53,0.84,23.628,4.597,5.476,0.338
3,3060-3090,6-4@647.9-4@688.0,30.17,71.97,6,6,LOS_C,3,25.71,25.71,6.40,2.17,11.742,2.285,2.721,0.168
3,3060-3090,6-4@647.9-10011@22.3,30.17,71.97,7,7,LOS_C,3,29.43,29.43,9.02,2.71,17.230,3.352,3.993,0.246
3,3060-3090,6-6@878.0-6@917.5,2.42,14.98,4,4,LOS_B,2,12.41,12.41,2.36,1.25,4.690,0.913,1.087,0.067
3,3060-3090,6-6@878.0-10010@26.4,2.42,14.98,7,7,LOS_A,1,6.47,6.47,1.11,0.43,3.636,0.707,0.843,0.052
3,3060-3090,6,16.30,71.97,24,24,LOS_B,2,18.97,18.97,4.95,1.67,37.039,7.206,8.584,0.530
3,3060-3090,7-1@504.8-1@548.8,63.61,97.38,9,9,LOS_C,3,31.50,31.50,6.53,5.67,37.736,7.342,8.746,0.540
3,3060-3090,7-1@504.8-10013@33.6,63.61,97.38,6,6,LOS_E,5,58.81,58.81,19.41,13.00,59.337,11.545,13.752,0.849
3,3060-3090,7-6@983.5-6@1021.9,2.35,12.17,5,5,LOS_A,1,3.87,3.87,0.20,0.20,1.762,0.343,0.408,0.025
3,3060-3090,7-6@983.5-10012@22.9,2.35,12.17,4,4,LOS_A,1,5.56,5.56,0.90,0.50,2.248,0.437,0.521,0.032
3,3060-3090,7,32.98,97.38,24,24,LOS_C,3,28.25,28.25,7.49,5.50,100.836,19.619,23.370,1.443
3,3060-3090,8-5@427.2-5@466.3,86.01,124.60,7,7,LOS_D,4,42.79,42.79,12.28,8.71,44.880,8.732,10.401,0.642
3,3060-3090,8-5@427.2-10015@30.1,86.01,124.60,6,6,LOS_D,4,45.55,45.55,14.03,9.33,41.978,8.167,9.729,0.601
3,3060-3090,8-6@1086.4-6@1124.9,0.60,6.36,6,6,LOS_A,1,5.13,5.13,0.17,0.50,3.363,0.654,0.780,0.048
3,3060-3090,8-6@1086.4-10014@25.1,0.60,6.36,7,7,LOS_A,1,3.36,3.36,0.66,0.14,2.036,0.396,0.472,0.029
3,3060-3090,8,43.30,124.60,26,26,LOS_C,3,24.12,24.12,6.76,4.65,93.624,18.216,21.698,1.339
3,3090-3120,1-5@777.9-5@820.9,3.24,13.04,10,10,LOS_B,2,10.49,10.49,1.13,0.40,6.399,1.245,1.483,0.092
3,3090-3120,1-5@777.9-14@745.4,3.24,13.04,7,7,LOS_B,2,13.57,13.57,1.53,0.71,6.163,1.199,1.428,0.088
3,3090-3120,1-14@698.3-14@745.4,9.60,21.27,5,5,LOS_C,3,22.43,22.43,3.70,1.20,6.828,1.328,1.582,0.098
3,3090-3120,1-14@698.3-10004@28.4,9.60,21.27,7,7,LOS_B,2,12.76,12.76,0.92,0.86,6.843,1.331,1.586,0.098
3,3090-3120,1,6.42,21.27,29,29,LOS_B,2,13.84,13.84,1.62,0.72,26.181,5.094,6.068,0.375
3,3090-3120,2-1@839.5-1@885.5,57.28,101.51,7,7,LOS_D,4,44.62,44.62,18.91,6.71,36.436,7.089,8.445,0.521
3,3090-3120,2-1@839.5-10000@37.4,57.28,101.51,6,6,LOS_D,4,49.23,49.23,19.40,8.17,35.981,7.001,8.339,0.515
3,3090-3120,2-14@803.9-14@847.3,0.99,6.07,4,4,LOS_A,1,4.92,4.92,0.35,0.25,1.604,0.312,0.372,0.023
3,3090-3120,2-14@803.9-10001@24.3,0.99,6.07,9,9,LOS_A,1,1.26,1.26,0.00,0.00,1.394,0.271,0.323,0.020
3,3090-3120,2,29.14,101.51,26,26,LOS_C,3,24.56,24.56,9.62,3.73,77.342,15.048,17.925,1.106
3,3090-3120,3-4@325.6-4@367.6,15.97,46.91,8,8,LOS_B,2,16.58,16.58,2.00,1.13,9.350,1.819,2.167,0.134
3,3090-3120,3-4@325.6-10007@31.1,15.97,46.91,6,6,LOS_C,3,33.60,33.60,5.98,6.00,28.342,5.514,6.569,0.405
3,3090-3120,3-14@905.4-14@945.6,3.69,14.29,6,6,LOS_B,2,10.52,10.52,1.25,0.83,5.142,1.001,1.192,0.074
3,3090-3120,3-14@905.4-10006@28.4,3.69,14.29,8,8,LOS_A,1,8.51,8.51,3.40,0.88,6.780,1.319,1.571,0.097
3,3090-3120,3,9.83,46.91,28,28,LOS_B,2,16.62,16.62,3.09,2.04,49.190,9.571,11.400,0.704
3,3090-3120,4-14@1018.5-14@1056.3,2.59,14.26,7,7,LOS_A,1,4.54,4.54,1.27,0.43,3.780,0.735,0.876,0.054
3,3090-3120,4-14@1018.5-10016@30.7,2.59,14.26,7,7,LOS_A,1,4.85,4.85,0.09,0.14,2.347,0.457,0.544,0.034
3,3090-3120,4-15@605.8-15@651.4,21.60,49.16,6,6,LOS_C,3,31.69,31.69,5.55,4.83,23.876,4.645,5.533,0.342
3,3090-3120,4-15@605.8-10017@29.2,21.60,49.16,7,7,LOS_C,3,23.62,23.62,3.38,4.00,21.733,4.228,5.037,0.311
3,3090-3120,4,12.10,49.16,27,27,LOS_B,2,15.60,15.60,2.46,2.26,52.340,10.183,12.130,0.749
3,3090-3120,5-6@771.4-6@812.3,24.88,43.71,3,3,LOS_D,4,36.34,36.34,14.54,3.00,7.468,1.453,1.731,0.107
3,3090-3120,5-6@771.4-10008@26.8,24.88,43.71,3,3,LOS_C,3,28.12,28.12,8.93,2.00,5.750,1.119,1.333,0.082
3,3090-3120,5-15@917.1-15@953.7,3.41,19.87,10,10,LOS_A,1,8.93,8.93,0.72,0.50,6.696,1.303,1.552,0.096
3,3090-3120,5-15@917.1-10009@26.6,3.41,19.87,5,5,LOS_A,1,8.13,8.13,0.75,0.40,2.986,0.581,0.692,0.043
3,3090-3120,5,14.15,43.71,21,21,LOS_B,2,15.40,15.40,3.87,1.05,23.432,4.559,5.431,0.335
3,3090-3120,6-4@647.9-4@688.0,26.01,59.26,11,11,LOS_C,3,27.77,27.77,6.79,5.27,44.321,8.623,10.272,0.634
3,3090-3120,6-4@647.9-10011@22.3,26.01,59.26,10,10,LOS_C,3,27.82,27.82,7.38,4.20,34.496,6.712,7.995,0.494
3,3090-3120,6-6@878.0-6@917.5,3.17,15.18,3,3,LOS_A,1,8.84,8.84,2.14,0.67,2.206,0.429,0.511,0.032
3,3090-3120,6-6@878.0-10010@26.4,3.17,15.18,3,3,LOS_A,1,5.85,5.85,1.16,0.33,1.365,0.266,0.316,0.020
3,3090-3120,6,14.59,59.26,27,27,LOS_C,3,23.25,23.25,5.87,3.81,82.524,16.056,19.126,1.181
3,3090-3120,7-1@504.8-1@548.8,70.32,132.32,6,6,LOS_D,4,39.46,39.46,9.09,8.17,36.536,7.109,8.467,0.523
3,3090-3120,7-1@504.8-10013@33.6,70.32,132.32,5,5,LOS_E,5,64.58,64.58,21.12,12.40,47.161,9.176,10.930,0.675
3,3090-3120,7-6@983.5-6@1021.9,1.96,12.14,7,7,LOS_A,1,6.32,6.32,0.52,0.29,3.145,0.612,0.729,0.045
3,3090-3120,7-6@983.5-10012@22.9,1.96,12.14,7,7,LOS_A,1,4.96,4.96,1.36,0.29,2.882,0.561,0.668,0.041
3,3090-3120,7,36.14,132.32,25,25,LOS_C,3,25.55,25.55,6.93,4.60,91.356,17.775,21.173,1.307
3,3090-3120,8-5@427.2-5@466.3,43.98,89.94,6,6,LOS_D,4,44.49,44.49,12.85,10.50,47.341,9.211,10.972,0.677
3,3090-3120,8-5@427.2-10015@30.1,43.98,89.94,7,7,LOS_D,4,46.50,46.50,16.25,12.86,66.924,13.021,15.510,0.957
3,3090-3120,8-6@1086.4-6@1124.9,1.53,15.23,5,5,LOS_A,1,4.45,4.45,0.46,0.40,2.477,0.482,0.574,0.035
3,3090-3120,8-6@1086.4-10014@25.1,1.53,15.23,6,6,LOS_A,1,5.30,5.30,0.84,0.17,2.009,0.391,0.466,0.029
3,3090-3120,8,22.76,89.94,24,24,LOS_C,3,26.94,26.94,8.26,6.50,119.534,23.257,27.703,1.710
3,3120-3150,1-5@777.9-5@820.9,5.10,20.30,6,6,LOS_A,1,9.28,9.28,0.91,0.33,3.497,0.680,0.810,0.050
3,3120-3150,1-5@777.9-14@745.4,5.10,20.30,6,6,LOS_B,2,10.21,10.21,1.70,0.83,5.562,1.082,1.289,0.080
3,3120-3150,1-14@698.3-14@745.4,8.25,26.47,5,5,LOS_B,2,19.53,19.53,4.38,1.00,5.759,1.120,1.335,0.082
3,3120-3150,1-14@698.3-10004@28.4,8.25,26.47,7,7,LOS_B,2,14.21,14.21,2.19,0.71,6.241,1.214,1.447,0.089
3,3120-3150,1,6.67,26.47,24,24,LOS_B,2,13.09,13.09,2.21,0.71,21.125,4.110,4.896,0.302
3,3120-3150,2-1@839.5-1@885.5,38.67,90.46,9,9,LOS_D,4,35.64,35.64,10.68,4.89,35.778,6.961,8.292,0.512
3,3120-3150,2-1@839.5-10000@37.4,38.67,90.46,6,6,LOS_D,4,48.69,48.69,13.16,8.83,39.415,7.669,9.135,0.564
3,3120-3150,2-14@803.9-14@847.3,3.30,15.26,3,3,LOS_A,1,6.94,6.94,0.11,0.33,1.441,0.280,0.334,0.021
3,3120-3150,2-14@803.9-10001@24.3,3.30,15.26,6,6,LOS_A,1,2.78,2.78,0.84,0.17,1.714,0.333,0.397,0.025
3,3120-3150,2,20.98,90.46,24,24,LOS_C,3,27.10,27.10,7.52,4.13,78.738,15.320,18.248,1.126
3,3120-3150,3-4@325.6-4@367.6,26.84,65.35,5,5,LOS_C,3,22.92,22.92,7.03,3.20,12.293,2.392,2.849,0.176
3,3120-3150,3-4@325.6-10007@31.1,26.84,65.35,5,5,LOS_C,3,31.60,31.60,6.23,5.40,22.237,4.327,5.154,0.318
3,3120-3150,3-14@905.4-14@945.6,3.70,20.18,5,5,LOS_A,1,3.50,3.50,0.00,0.00,1.018,0.198,0.236,0.015
3,3120-3150,3-14@905.4-10006@28.4,3.70,20.18,5,5,LOS_A,1,7.80,7.80,1.73,0.40,2.601,0.506,0.603,0.037
3,3120-3150,3,15.27,65.35,20,20,LOS_B,2,16.46,16.46,3.75,2.25,37.863,7.367,8.775,0.542
3,3120-3150,4-14@1018.5-14@1056.3,0.97,6.23,6,6,LOS_A,1,2.70,2.70,0.10,0.17,1.942,0.378,0.450,0.028
3,3120-3150,4-14@1018.5-10016@30.7,0.97,6.23,4,4,LOS_A,1,3.01,3.01,0.00,0.00,0.855,0.166,0.198,0.012
3,3120-3150,4-15@605.8-15@651.4,67.56,85.61,4,4,LOS_D,4,41.28,41.28,15.53,4.00,13.920,2.708,3.226,0.199
3,3120-3150,4-15@605.8-10017@29.2,67.56,85.61,4,4,LOS_C,3,33.48,33.48,14.97,2.75,10.174,1.979,2.358,0.146
3,3120-3150,4,34.26,85.61,18,18,LOS_B,2,18.18,18.18,6.81,1.56,26.964,5.246,6.249,0.386
3,3120-3150,5-6@771.4-6@812.3,15.01,40.64,8,8,LOS_C,3,30.24,30.24,9.76,3.00,20.894,4.065,4.842,0.299
3,3120-3150,5-6@771.4-10008@26.8,15.01,40.64,6,6,LOS_C,3,28.15,28.15,7.43,3.00,15.032,2.925,3.484,0.215
3,3120-3150,5-15@917.1-15@953.7,8.11,25.96,6,6,LOS_B,2,10.97,10.97,3.10,0.67,4.904,0.954,1.137,0.070
3,3120-3150,5-15@917.1-10009@26.6,8.11,25.96,6,6,LOS_B,2,14.01,14.01,3.35,0.67,5.103,0.993,1.183,0.073
3,3120-3150,5,11.56,40.64,26,26,LOS_C,3,21.57,21.57,6.21,1.92,46.296,9.007,10.729,0.662
3,3120-3150,6-4@647.9-4@688.0,13.00,40.20,10,10,LOS_B,2,15.04,15.04,2.48,1.10,11.587,2.254,2.686,0.166
3,3120-3150,6-4@647.9-10011@22.3,13.00,40.20,9,9,LOS_C,3,24.65,24.65,3.39,3.11,22.207,4.321,5.147,0.318
3,3120-3150,6-6@878.0-6@917.5,6.97,31.69,4,4,LOS_A,1,6.54,6.54,0.65,0.75,2.945,0.573,0.682,0.042
3,3120-3150,6-6@878.0-10010@26.4,6.97,31.69,6,6,LOS_A,1,6.39,6.39,1.44,0.67,4.025,0.783,0.933,0.058
3,3120-3150,6,9.99,40.20,29,29,LOS_B,2,15.06,15.06,2.30,1.59,41.166,8.009,9.541,0.589
3,3120-3150,7-1@504.8-1@548.8,83.23,125.89,3,3,LOS_D,4,47.59,47.59,14.01,9.67,21.319,4.148,4.941,0.305
3,3120-3150,7-1@504.8-10013@33.6,83.23,125.89,5,5,LOS_E,5,64.53,64.53,27.93,9.60,36.165,7.036,8.382,0.517
3,3120-3150,7-6@983.5-6@1021.9,1.53,15.01,6,6,LOS_A,1,3.33,3.33,0.00,0.00,1.261,0.245,0.292,0.018
3,3120-3150,7-6@983.5-10012@22.9,1.53,15.01,8,8,LOS_A,1,2.83,2.83,0.34,0.25,2.706,0.527,0.627,0.039
3,3120-3150,7,42.38,125.89,22,22,LOS_C,3,23.09,23.09,8.38,3.59,61.180,11.903,14.179,0.875
3,3120-3150,8-5@427.2-5@466.3,32.56,69.95,5,5,LOS_D,4,41.88,41.88,11.85,8.20,29.913,5.820,6.933,0.428
3,3120-3150,8-5@427.2-10015@30.1,32.56,69.95,7,7,LOS_D,4,37.70,37.70,8.56,10.29,52.667,10.247,12.206,0.753
3,3120-3150,8-6@1086.4-6@1124.9,1.60,13.55,7,7,LOS_A,1,3.36,3.36,0.48,0.57,4.066,0.791,0.942,0.058
3,3120-3150,8-6@1086.4-10014@25.1,1.60,13.55,6,6,LOS_A,1,3.10,3.10,0.03,0.17,1.814,0.353,0.420,0.026
3,3120-3150,8,17.08,69.95,25,25,LOS_C,3,20.62,20.62,4.91,4.72,89.273,17.369,20.690,1.277
3,3150-3180,1-5@777.9-5@820.9,6.65,20.61,6,6,LOS_A,1,7.91,7.91,0.61,0.17,2.668,0.519,0.618,0.038
3,3150-3180,1-5@777.9-14@745.4,6.65,20.61,4,4,LOS_B,2,10.11,10.11,1.34,0.50,2.797,0.544,0.648,0.040
3,3150-3180,1-14@698.3-14@745.4,5.47,18.55,8,8,LOS_B,2,16.60,16.60,3.71,0.75,7.656,1.490,1.774,0.110
3,3150-3180,1-14@698.3-10004@28.4,5.47,18.55,7,7,LOS_B,2,16.05,16.05,3.92,0.86,7.173,1.396,1.662,0.103
3,3150-3180,1,6.06,20.61,25,25,LOS_B,2,13.32,13.32,2.65,0.60,20.192,3.929,4.680,0.289
3,3150-3180,2-1@839.5-1@885.5,43.92,78.60,7,7,LOS_C,3,32.51,32.51,7.65,4.86,28.074,5.462,6.507,0.402
3,3150-3180,2-1@839.5-10000@37.4,43.92,78.60,8,8,LOS_D,4,46.34,46.34,12.50,10.75,63.292,12.314,14.669,0.905
3,3150-3180,2-14@803.9-14@847.3,2.24,11.85,4,4,LOS_A,1,7.88,7.88,1.33,0.50,2.338,0.455,0.542,0.033
3,3150-3180,2-14@803.9-10001@24.3,2.24,11.85,6,6,LOS_A,1,7.78,7.78,1.24,0.50,3.546,0.690,0.822,0.051
3,3150-3180,2,23.08,78.60,25,25,LOS_C,3,27.06,27.06,6.65,5.00,97.598,18.989,22.619,1.396
3,3150-3180,3-4@325.6-4@367.6,35.82,73.91,7,7,LOS_C,3,31.85,31.85,8.83,4.43,25.267,4.916,5.856,0.361
3,3150-3180,3-4@325.6-10007@31.1,35.82,73.91,7,7,LOS_D,4,43.04,43.04,12.56,7.29,40.067,7.796,9.286,0.573
3,3150-3180,3-14@905.4-14@945.6,3.46,14.73,4,4,LOS_A,1,5.94,5.94,0.00,0.00,0.961,0.187,0.223,0.014
3,3150-3180,3-14@905.4-10006@28.4,3.46,14.73,5,5,LOS_A,1,6.42,6.42,2.19,0.40,2.419,0.471,0.561,0.035
3,3150-3180,3,19.64,73.91,23,23,LOS_C,3,25.22,25.22,6.98,3.65,67.207,13.076,15.576,0.961
3,3150-3180,4-14@1018.5-14@1056.3,1.88,12.44,3,3,LOS_A,1,3.40,3.40,0.00,0.00,0.663,0.129,0.154,0.009
3,3150-3180,4-14@1018.5-10016@30.7,1.88,12.44,5,5,LOS_A,1,2.20,2.20,0.35,0.40,2.364,0.460,0.548,0.034
3,3150-3180,4-15@605.8-15@651.4,53.47,88.46,10,10,LOS_D,4,51.16,51.16,20.58,10.40,75.095,14.611,17.404,1.074
3,3150-3180,4-15@605.8-10017@29.2,53.47,88.46,10,10,LOS_D,4,42.98,42.98,18.42,5.10,41.346,8.044,9.582,0.592
3,3150-3180,4,27.68,88.46,28,28,LOS_C,3,34.38,34.38,13.99,5.61,121.608,23.661,28.184,1.740
3,3150-3180,5-6@771.4-6@812.3,4.61,20.30,10,10,LOS_B,2,16.54,16.54,1.89,1.00,11.083,2.156,2.569,0.159
3,3150-3180,5-6@771.4-10008@26.8,4.61,20.30,9,9,LOS_C,3,20.20,20.20,2.57,1.44,13.181,2.565,3.055,0.189
3,3150-3180,5-15@917.1-15@953.7,6.97,19.65,5,5,LOS_B,2,11.51,11.51,2.42,0.40,3.279,0.638,0.760,0.047
3,3150-3180,5-15@917.1-10009@26.6,6.97,19.65,3,3,LOS_B,2,17.97,17.97,3.91,1.33,3.874,0.754,0.898,0.055
3,3150-3180,5,5.79,20.30,27,27,LOS_B,2,16.99,16.99,2.44,1.07,31.526,6.134,7.306,0.451
3,3150-3180,6-4@647.9-4@688.0,24.05,48.85,4,4,LOS_C,3,22.70,22.70,10.77,1.50,6.090,1.185,1.411,0.087
3,3150-3180,6-4@647.9-10011@22.3,24.05,48.85,4,4,LOS_C,3,27.48,27.48,11.18,1.75,7.108,1.383,1.647,0.102
3,3150-3180,6-6@878.0-6@917.5,2.01,13.82,8,8,LOS_B,2,10.20,10.20,2.27,0.63,5.723,1.114,1.326,0.082
3,3150-3180,6-6@878.0-10010@26.4,2.01,13.82,10,10,LOS_A,1,8.89,8.89,0.40,0.50,6.088,1.184,1.411,0.087
3,3150-3180,6,13.03,48.85,26,26,LOS_B,2,14.28,14.28,4.23,0.88,24.927,4.850,5.777,0.357
3,3150-3180,7-1@504.8-1@548.8,38.16,81.31,6,6,LOS_D,4,50.46,50.46,15.78,11.17,50.016,9.731,11.592,0.716
3,3150-3180,7-1@504.8-10013@33.6,38.16,81.31,5,5,LOS_E,5,62.16,62.16,22.06,15.60,57.308,11.150,13.282,0.820
3,3150-3180,7-6@983.5-6@1021.9,2.35,15.05,5,5,LOS_A,1,4.95,4.95,0.44,0.20,1.812,0.353,0.420,0.026
3,3150-3180,7-6@983.5-10012@22.9,2.35,15.05,7,7,LOS_A,1,3.96,3.96,0.32,0.14,2.057,0.400,0.477,0.029
3,3150-3180,7,20.25,81.31,23,23,LOS_C,3,28.96,28.96,9.11,6.39,108.857,21.180,25.229,1.557
3,3150-3180,8-5@427.2-5@466.3,23.70,52.99,10,10,LOS_D,4,35.25,35.25,9.82,5.40,42.603,8.289,9.874,0.609
3,3150-3180,8-5@427.2-10015@30.1,23.70,52.99,7,7,LOS_C,3,34.36,34.36,8.46,4.57,26.816,5.217,6.215,0.384
3,3150-3180,8-6@1086.4-6@1124.9,2.10,12.53,5,5,LOS_A,1,3.88,3.88,0.73,0.20,1.736,0.338,0.402,0.025
3,3150-3180,8-6@1086.4-10014@25.1,2.10,12.53,4,4,LOS_A,1,1.31,1.31,0.00,0.00,0.656,0.128,0.152,0.009
3,3150-3180,8,12.90,52.99,26,26,LOS_C,3,23.76,23.76,6.19,3.35,71.618,13.934,16.598,1.025
3,3180-3210,1-5@777.9-5@820.9,4.64,21.30,7,7,LOS_A,1,8.01,8.01,1.57,0.71,5.676,1.104,1.315,0.081
3,3180-3210,1-5@777.9-14@745.4,4.64,21.30,6,6,LOS_B,2,11.18,11.18,3.57,1.00,6.315,1.229,1.464,0.090
3,3180-3210,1-14@698.3-14@745.4,8.37,35.65,5,5,LOS_C,3,21.04,21.04,3.74,0.60,4.613,0.897,1.069,0.066
3,3180-3210,1-14@698.3-10004@28.4,8.37,35.65,7,7,LOS_B,2,11.08,11.08,2.47,0.57,5.233,1.018,1.213,0.075
3,3180-3210,1,6.51,35.65,25,25,LOS_B,2,12.24,12.24,2.74,0.72,21.811,4.244,5.055,0.312
3,3180-3210,2-1@839.5-1@885.5,29.87,67.87,7,7,LOS_C,3,32.40,32.40,7.98,6.43,33.412,6.501,7.744,0.478
3,3180-3210,2-1@839.5-10000@37.4,29.87,67.87,7,7,LOS_D,4,36.47,36.47,8.33,7.86,37.571,7.310,8.707,0.537
3,3180-3210,2-14@803.9-14@847.3,3.69,18.97,6,6,LOS_B,2,13.32,13.32,3.18,0.83,5.323,1.036,1.234,0.076
3,3180-3210,2-14@803.9-10001@24.3,3.69,18.97,7,7,LOS_A,1,7.98,7.98,1.41,0.43,3.882,0.755,0.900,0.056
